Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id,Score,Scoring String,Negativity,Positivity,Uncovered Tokens,Total Tokens
2023-02-24 11:57:45,Vibes of India,1377905075461320000.0,,-1.0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ahmedabad Cops Bowled By Rs 170,70,43,359.85 Crore Cricket Betting Googly

@VyasDirghayu #Ahmedabad #Gujarat #VibesofIndia  

https://t.co/596J2slYvo",,,2.0,1628997588480590000.0,.0,,.0,.0,32.0,32.0
2023-02-24 11:57:33,Ashwani Pratap Singh,1069950527943790000.0,,-1.0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dude 😂 earlier cricketers where promoting them and now they are launching there very own applications hahahahahahahaha this is unreal cricket is all about money nowdays politicians are running betting sportsbook websites players are promoting fantasy application 😂😂 https://t.co/19vIYZNXsn,,,.0,1628997539335750000.0,.8,promoting (0.38)  promoting (0.38),.0,.8,42.0,44.0
2023-02-24 11:50:59,Vichar Swadeshi,1485172586028090000.0,,-1.0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The only ecosystem that #BJP buffoons have created is an evil cabal of fools, scums, frauds, quacks, cronies, hookers, friends, oligarchs, kleptocrats, sycophants, girlfriends, mistresses, concubines, prostitutes, share brokers, cricket betting mafia, Hindi film honey traps❗ https://t.co/qUNvNgaM6q",,,.0,1628995886721430000.0,-.9,created (0.26)  evil (-0.87)  fools (-0.56)  frauds (-0.59)  friends (0.54)  share (0.31),2.0,1.1,53.0,59.0
2023-02-24 11:50:23,Yuvraj Singh Mann,1253692804418530000.0,,-1.0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Full Story: Ahmedabad Cops Bowled By Rs 170,70,43,359.85 Crore Cricket Betting Googly. 

@vibesofindia_ 

#VibesOfIndia #Ahmedabad #CricketBetting 

https://t.co/jbTtu4MDVj",,,1.0,1628995738167580000.0,.0,,.0,.0,39.0,39.0
2023-02-24 11:35:23,Geethesh Hemmadi,935383482796143000.0,MihailsCdoleman,1180481519208530000.0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@MihailsCdoleman Sachin a billion Dreams ( Sachin documentary)
M S Dhoni: The untold story ( M S Dhoni biopic)
Shabaash mithu ( Mithali Raj biopic)
83 (movie about India's 1983 WC victory)
Inside edge ( Amazon prime series about betting and corruption in cricket)
Selection day on Netflix",,,.0,1628991963595940000.0,.6,dreams (0.44)  amazon (0.18),.0,.6,59.0,61.0
2023-02-24 11:30:22,Nishi Garg,1624286227599090000.0,,-1.0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Are you searching for best sports fantasy app development company?
You can choose us for the same!!!!

Visit us:- https://t.co/SGOQF5Nly1
#cricket #cricketapp #fantasy #fantasysports #fantasycricket #cricketbetting #bettingonline #betting #bettingappdevelopment https://t.co/DmtXkTGYIL",,,.0,1628990699826740000.0,.8,best (0.82),.0,.8,56.0,57.0
2023-02-24 11:13:53,pro-cric,1463395595775670000.0,,-1.0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Planning to place a wager on your favorite cricket team this season? Let's get you familiar with the best cricket betting sites in India!
visit now :- https://t.co/FeOBDXjNBM https://t.co/xIxf97OCLH",,,.0,1628986550808900000.0,1.3,favorite (0.51)  best (0.82),.0,1.3,42.0,44.0
2023-02-24 11:11:31,Cricket Expert,1496453670937920000.0,,-1.0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Quetta Gladiators vs Islamabad United, 13th T20, Pakistan Super League 2023 – Who Will Win Today’s Match?

https://t.co/mPTActDlGv

#rushispredictions #QGvsIU #PSL2023 #matchpredictions",,,.0,1628985956593270000.0,1.9,united (0.46)  super (0.74)  win (0.72),.0,1.9,33.0,36.0
2023-02-24 10:04:39,Betpro Exchange,1625249025502100000.0,,-1.0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#ICCWomensT20WorldCup 
England Women vs South Africa Women 
#betting #INPLAY #Cricket #bettingtwitter #bettingexpert #bettingpicks #bettingsports #SabSitarayHumaray #javedakhtar 
https://t.co/RBmNhFXsUw
https://t.co/pwPNAfXgNi https://t.co/kGUjmUgp3v",,,.0,1628969127678460000.0,.0,,.0,.0,47.0,47.0
2023-02-24 10:03:48,Bet Pro Exchange,1627011532000470000.0,,-1.0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#ICCWomensT20WorldCup 
England Women vs South Africa Women 
#betting #INPLAY #Cricket #bettingtwitter #bettingexpert #bettingpicks #bettingsports #SabSitarayHumaray #javedakhtar 
https://t.co/IWToFWFYkV
https://t.co/MkQk03QCOm https://t.co/cjDgKOPC1k",,,.0,1628968914792360000.0,.0,,.0,.0,47.0,47.0
2023-02-24 10:00:37,BET PRO EXCHANGE,754537392883860000.0,,-1.0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#ICCWomensT20WorldCup 
England Women vs South Africa Women 
#betting #INPLAY #Cricket #bettingtwitter #bettingexpert #bettingpicks 
https://t.co/rgtXcOnPPc https://t.co/wk8pPXIj7h",,,.0,1628968112820470000.0,.0,,.0,.0,35.0,35.0
2023-02-24 09:31:44,"Mr. McGuire, Zoo Keeper",479209358.0,realNateCosby,1456475094709160000.0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@realNateCosby Thank god. I've been losing my ass betting on cricket.,,,.0,1628960844385080000.0,-.4,thank (0.38)  god (0.28)  losing (-0.41)  ass (-0.64),1.1,.7,10.0,14.0
2023-02-24 06:44:13,Love,423033791.0,,-1.0,en,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Check out https://t.co/moaGmniuwB

5 BTC sign up bonus / start betting by #bitcoin

Bet with #crypto #bitcoin #bet #aussie #australia #soccer #football #nba #cricket #game #Friday #FIFAWorldCup #Qatar2022 https://t.co/sCSA7KfRie",,,.0,1628918687427180000.0,-1.4,bonus (0.64)  bet (-1.00)  bet (-1.00),2.0,.6,53.0,56.0
2023-02-24 06:22:22,BaldmanMike,1627534515047470000.0,,-1.0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","No Lillard, Simons or Grant 😂 SMASH the over 11 points for Cam Reddish asap it’s a🔒 #basketball #nba #nfl #nhl #sports #messi #ronaldo #lebron #lillard #blazers #prizepicks #fanduel #sportsbook #capper #soccer #football #tweet #winner #no #cricket #golf #betting #sportsbetting https://t.co/R83jbkubHe",,,.0,1628913186253550000.0,.5,no (-0.31)  grant (0.38)  winner (0.72)  no (-0.31),.6,1.1,66.0,70.0
2023-02-24 06:00:22,Meer Ghaznavi,900891041078714000.0,ThePME,63984885.0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ThePME 
I am born and raised Pakistani and watching cricket for 30+ years now I have incorporated betting and prize picks into it too. 
If you ever need a rundown on rules or anything - lmk please",,,.0,1628907650355440000.0,.9,prize (0.59)  please (0.33),.0,.9,41.0,43.0
2023-02-24 04:48:29,India Bets,836864040240562000.0,,-1.0,en,"<a href=""https://www.indiabet.com"" rel=""nofollow"">IndiaBet Bot</a>",RT @nicsameva: @downeytrev Hi mate. Hope you’re having a better 2023 than I am? After a shit nights betting I’m now watching the cricket.,,,1.0,1628889562452750000.0,.3,hope (0.49)  better (0.49)  shit (-0.67),.7,1.0,26.0,29.0
2023-02-24 04:48:25,India Bets,836864040240562000.0,,-1.0,en,"<a href=""https://www.indiabet.com"" rel=""nofollow"">IndiaBet Bot</a>",RT @RealSociableDad: #INDvAUS I see that there is good money to be made betting on cricket these days,,,2.0,1628889544400540000.0,.5,good (0.49),.0,.5,20.0,21.0
2023-02-24 04:37:17,Ethel 🙃,1580211807746110000.0,,-1.0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @RealSociableDad: #INDvAUS I see that there is good money to be made betting on cricket these days,,,2.0,1628886742332740000.0,.5,good (0.49),.0,.5,20.0,21.0
2023-02-24 04:25:31,SteHall,496299089.0,downeytrev,331153289.0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@downeytrev Hi mate. Hope you’re having a better 2023 than I am? After a shit nights betting I’m now watching the cricket.,,,1.0,1628883784123800000.0,.3,hope (0.49)  better (0.49)  shit (-0.67),.7,1.0,22.0,25.0
2023-02-24 03:52:22,Richard Mann,532383952.0,,-1.0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Richard_Mann11: New Zealand v England second Test preview. 

Play begins in less than an hour. 

#NZvENG 

https://t.co/FqqPPnUiPW",,,2.0,1628875439388120000.0,.4,play (0.36),.0,.4,34.0,35.0
2023-02-24 03:48:35,India Bets,836864040240562000.0,,-1.0,en,"<a href=""https://www.indiabet.com"" rel=""nofollow"">IndiaBet Bot</a>","RT @Richard_Mann11: New Zealand v England second Test preview. 

Play begins in less than an hour. 

#NZvENG 

https://t.co/FqqPPnUiPW",,,2.0,1628874485708330000.0,.4,play (0.36),.0,.4,34.0,35.0
2023-02-24 03:48:30,India Bets,836864040240562000.0,,-1.0,en,"<a href=""https://www.indiabet.com"" rel=""nofollow"">IndiaBet Bot</a>","RT @Before_You_Bet: The second Test between New Zealand and England begins in 45 mins! Find out who we're backing!
#bestbet #TestCricket

C…",,,1.0,1628874467500780000.0,-1.0,bet (-1.00)  backing (0.03),1.0,.0,30.0,32.0
2023-02-24 03:48:25,India Bets,836864040240562000.0,,-1.0,en,"<a href=""https://www.indiabet.com"" rel=""nofollow"">IndiaBet Bot</a>","RT @kevshatsports: The second #NZvENG Test match begins in 30 minutes. 

We've previewed it here - https://t.co/fAMYBIumNr

#cricket #betti…",,,2.0,1628874446965550000.0,.0,,.0,.0,35.0,35.0
2023-02-24 03:31:36,Paul Wright,164018534.0,,-1.0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @kevshatsports: The second #NZvENG Test match begins in 30 minutes. 

We've previewed it here - https://t.co/fAMYBIumNr

#cricket #betti…",,,2.0,1628870215273440000.0,.0,,.0,.0,35.0,35.0
2023-02-24 03:30:01,kevshatsportsbets,702539580738839000.0,,-1.0,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","The second #NZvENG Test match begins in 30 minutes. 

We've previewed it here - https://t.co/fAMYBIumNr

#cricket #betting #tips #WTC2023",,,2.0,1628869813413060000.0,.0,,.0,.0,35.0,35.0
2023-02-24 03:15:00,Before You Bet,1285017643.0,,-1.0,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","The second Test between New Zealand and England begins in 45 mins! Find out who we're backing!
#bestbet #TestCricket

Cricket Tips - https://t.co/kDyLs67XVg https://t.co/Vu6xrNpqYt",,,1.0,1628866035364380000.0,.0,backing (0.03),.0,.0,40.0,41.0
2023-02-24 03:12:47,Richard Mann,532383952.0,,-1.0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","New Zealand v England second Test preview. 

Play begins in less than an hour. 

#NZvENG 

https://t.co/FqqPPnUiPW",,,2.0,1628865476439700000.0,.4,play (0.36),.0,.4,29.0,30.0
2023-02-24 02:54:49,Ed Hawkins,69566782.0,,-1.0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @cricketbetting: New Zealand v England Second Test Player Tips: Kane more than able https://t.co/5sYqOaP2hI,,,2.0,1628860957781860000.0,.0,,.0,.0,23.0,23.0
2023-02-24 02:48:32,India Bets,836864040240562000.0,,-1.0,en,"<a href=""https://www.indiabet.com"" rel=""nofollow"">IndiaBet Bot</a>","RT @kevshatsports: We've previewed the second #NZvENG Test match here - https://t.co/fAMYBIuUCZ

#cricket #betting #tips #WTC2023",,,2.0,1628859377116390000.0,.0,,.0,.0,31.0,31.0
2023-02-24 02:48:25,India Bets,836864040240562000.0,,-1.0,en,"<a href=""https://www.indiabet.com"" rel=""nofollow"">IndiaBet Bot</a>","RT @freetips: 🇳🇿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏏 New Zealand vs England 2nd Test Predictions & Tips - England backed to secure series win

📈 Get our preview and be…",,,1.0,1628859346544130000.0,1.1,backed (0.03)  secure (0.36)  win (0.72),.0,1.1,27.0,30.0
2023-02-24 02:00:02,FreeTips - Betting Tips from FreeTips.com,771187179313783000.0,,-1.0,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","🇳🇿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏏 New Zealand vs England 2nd Test Predictions & Tips - England backed to secure series win

📈 Get our preview and betting tips! 👇

➡️ https://t.co/OxqLwOO0qy

#NZvENG #Tips #freetips 🔞 18+ BeGambleAware",,,1.0,1628847169275850000.0,1.1,backed (0.03)  secure (0.36)  win (0.72),.0,1.1,45.0,48.0
2023-02-24 01:53:36,Paul Wright,164018534.0,,-1.0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @kevshatsports: We've previewed the second #NZvENG Test match here - https://t.co/fAMYBIuUCZ

#cricket #betting #tips #WTC2023",,,2.0,1628845549607610000.0,.0,,.0,.0,31.0,31.0
2023-02-24 01:48:39,India Bets,836864040240562000.0,,-1.0,en,"<a href=""https://www.indiabet.com"" rel=""nofollow"">IndiaBet Bot</a>","RT @FairPlay_India: What are you waiting for? It's your day! It's your match to make the biggest profits! Khel ja on Fairplay!

 #fairplay…",,,1.0,1628844304041900000.0,.5,profits (0.49),.0,.5,34.0,35.0
2023-02-24 01:48:29,India Bets,836864040240562000.0,,-1.0,en,"<a href=""https://www.indiabet.com"" rel=""nofollow"">IndiaBet Bot</a>","RT @kevshat: We've previewed the second #NZvENG Test match here - https://t.co/pMm1RY2rZ0

#cricket #betting #tips #WTC2023",,,1.0,1628844264602980000.0,.0,,.0,.0,31.0,31.0
2023-02-24 01:48:25,India Bets,836864040240562000.0,,-1.0,en,"<a href=""https://www.indiabet.com"" rel=""nofollow"">IndiaBet Bot</a>","RT @FairPlay_India: Place your bet on the second test series to make instant profits! Khel ja on India's most trusted betting exchange, Fai…",,,1.0,1628844246353560000.0,.0,bet (-1.00)  profits (0.49)  trusted (0.54),1.0,1.0,26.0,29.0
2023-02-24 01:45:00,kevshatsportsbets,702539580738839000.0,,-1.0,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","We've previewed the second #NZvENG Test match here - https://t.co/fAMYBIuUCZ

#cricket #betting #tips #WTC2023",,,2.0,1628843385338630000.0,.0,,.0,.0,27.0,27.0
2023-02-24 01:40:00,FairPlay,1301769484630330000.0,,-1.0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Place your bet on the second test series to make instant profits! Khel ja on India's most trusted betting exchange, Fairplay.

#Fairplay #Indiabetting #Khelja #BETTING #ENGvsNZ #test #Cricket #cricketlife #PlayAndWin #WinBig #bet #Matchday https://t.co/DkogpPWEVM",,,1.0,1628842127722520000.0,-1.0,bet (-1.00)  profits (0.49)  trusted (0.54)  bet (-1.00),2.0,1.0,52.0,56.0
2023-02-24 01:39:46,Kevin Harper,327629108.0,,-1.0,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","We've previewed the second #NZvENG Test match here - https://t.co/pMm1RY2rZ0

#cricket #betting #tips #WTC2023",,,1.0,1628842069111320000.0,.0,,.0,.0,27.0,27.0
2023-02-24 01:30:00,FairPlay,1301769484630330000.0,,-1.0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","What are you waiting for? It's your day! It's your match to make the biggest profits! Khel ja on Fairplay!

 #fairplay #Cricket #cricketfans #BETTING #womencricketleague #ICC #T20WorldCup #ENGvsAUS #semifinal  #win #BIGWIN #PlayAndWin #earn #money #instantmoney https://t.co/qAiemp18NQ",,,1.0,1628839613300350000.0,1.2,profits (0.49)  win (0.72),.0,1.2,63.0,65.0
2023-02-24 00:48:28,India Bets,836864040240562000.0,,-1.0,en,"<a href=""https://www.indiabet.com"" rel=""nofollow"">IndiaBet Bot</a>",RT @itsvanessawebb: betting on cricket… a parlay is a parlay,,,1.0,1628829160830390000.0,.0,,.0,.0,12.0,12.0
2023-02-24 00:48:25,India Bets,836864040240562000.0,,-1.0,en,"<a href=""https://www.indiabet.com"" rel=""nofollow"">IndiaBet Bot</a>",RT @big_73Locks: The fans were asking for the cricket results and they were 🔥🔥🔥🔥🔥!!!!Easy $75 dollars for those who tailed #Jimin_FACE #Sno…,,,1.0,1628829146670370000.0,.5,easy (0.49),.0,.5,32.0,33.0
2023-02-24 00:47:09,BaldmanMike,1627534515047470000.0,,-1.0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The fans were asking for the cricket results and they were 🔥🔥🔥🔥🔥!!!!Easy $75 dollars for those who tailed #Jimin_FACE #SnowfallFX #thursdaymorning #sports #sportsbetting #prizepicks #gambling #betting #capper #fanduel #UnderdogFantasy #lebron #messi #ronaldo #messi #soccer https://t.co/bNVcFJV1iG,,,1.0,1628828827366350000.0,.5,easy (0.49),.0,.5,61.0,62.0
2023-02-24 00:21:03,🧘🏾‍♀️,315341336.0,,-1.0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",betting on cricket… a parlay is a parlay,,,1.0,1628822262039080000.0,.0,,.0,.0,8.0,8.0
2023-02-23 23:55:29,Richard Mann,532383952.0,,-1.0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Richard_Mann11: New Zealand v England Second Test preview is LIVE. 

#NZvENG 

https://t.co/FqqPPnUiPW",,,2.0,1628815824562580000.0,.0,,.0,.0,27.0,27.0
2023-02-23 23:48:26,India Bets,836864040240562000.0,,-1.0,en,"<a href=""https://www.indiabet.com"" rel=""nofollow"">IndiaBet Bot</a>","RT @HeeGanesh: @JayShah @BCCIWomen Very poor betting after 4th wicket, worst fielding, bowling, wicket keeping,first time saw women cricket…",,,2.0,1628814050351100000.0,-1.3,poor (-0.54)  worst (-0.79),1.3,.0,25.0,27.0
2023-02-23 22:54:44,Ganesh,303617595.0,JayShah,1186681135469700000.0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@JayShah @BCCIWomen Very poor betting after 4th wicket, worst fielding, bowling, wicket keeping,first time saw women cricket and felt wasted time, provide them good coaches like kumble, Kaif, Prasad, Srinath, pathan brothers, dk, how can players play like this in international games",,,2.0,1628800538518120000.0,-.3,poor (-0.54)  worst (-0.79)  wasted (-0.56)  good (0.49)  like (0.38)  play (0.36)  like (0.38),1.9,1.6,48.0,55.0
2023-02-23 22:48:25,India Bets,836864040240562000.0,,-1.0,en,"<a href=""https://www.indiabet.com"" rel=""nofollow"">IndiaBet Bot</a>","RT @cardsbetsguru: @bet365 you're the worst company for betting on cricket..... 

How a user can place bet when you do not open markets in…",,,1.0,1628798947790670000.0,-1.8,worst (-0.79)  bet (-1.00),1.8,.0,33.0,35.0
2023-02-23 22:27:00,The Betting Ranger,1227263449262110000.0,bet365,221769011.0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@bet365 you're the worst company for betting on cricket..... 

How a user can place bet when you do not open markets in every match at all? https://t.co/fvEoXBkDEX",,,1.0,1628793557749480000.0,-1.8,worst (-0.79)  bet (-1.00),1.8,.0,40.0,42.0
2023-02-23 21:48:42,India Bets,836864040240562000.0,,-1.0,en,"<a href=""https://www.indiabet.com"" rel=""nofollow"">IndiaBet Bot</a>",RT @BecauseWeWin: A look at all the best bets on the big matches across the 🌍 on Betting Weekly: Cricket Show with @johnwright15 & @cricket…,,,4.0,1628783917980320000.0,.8,best (0.82),.0,.8,30.0,31.0
